Chr,Pos,MAF,self_beta,nei_beta,Locus
1,3932938,0.447236181,0,-4.30E-06,AT1G11680
1,3932938,0.447236181,0,-4.30E-06,AT1G11684
1,3932938,0.447236181,0,-4.30E-06,AT1G11690
1,3937000,0.422110553,0,-0.001383813,AT1G11670
1,3937000,0.422110553,0,-0.001383813,AT1G11680
1,3937000,0.422110553,0,-0.001383813,AT1G11684
1,3937000,0.422110553,0,-0.001383813,AT1G11690
1,3937000,0.422110553,0,-0.001383813,AT1G11700
1,4135884,0.477386935,0,0.000270135,AT1G12160
1,4135884,0.477386935,0,0.000270135,AT1G12170
1,4135884,0.477386935,0,0.000270135,AT1G12180
1,4135884,0.477386935,0,0.000270135,AT1G12190
1,4135884,0.477386935,0,0.000270135,AT1G12200
1,4135884,0.477386935,0,0.000270135,AT1G12210
1,4135884,0.477386935,0,0.000270135,AT1G12211
1,4244171,0.452261307,0,-7.99E-05,AT1G12440
1,4244171,0.452261307,0,-7.99E-05,AT1G12450
1,4244171,0.452261307,0,-7.99E-05,AT1G12460
1,4331617,0.346733668,0,-0.001216733,AT1G12700
1,4331617,0.346733668,0,-0.001216733,AT1G12710
1,4331617,0.346733668,0,-0.001216733,AT1G12720
1,4331617,0.346733668,0,-0.001216733,AT1G12725
1,4331617,0.346733668,0,-0.001216733,AT1G12730
1,4371658,0.351758794,0,-8.52E-06,AT1G12805
1,4371658,0.351758794,0,-8.52E-06,AT1G12810
1,4371658,0.351758794,0,-8.52E-06,AT1G12820
1,4371658,0.351758794,0,-8.52E-06,AT1G12830
1,4371658,0.351758794,0,-8.52E-06,AT1G12840
1,4371658,0.351758794,0,-8.52E-06,AT1G12845
1,4371658,0.351758794,0,-8.52E-06,AT1G12850
1,4662379,0.487437186,0,-0.001434773,AT1G13605
1,4662379,0.487437186,0,-0.001434773,AT1G13607
1,4662379,0.487437186,0,-0.001434773,AT1G13608
1,4662379,0.487437186,0,-0.001434773,AT1G13609
1,4662379,0.487437186,0,-0.001434773,AT1G13610
1,4662379,0.487437186,0,-0.001434773,AT1G13620
1,4666389,0.16080402,0,-0.000883566,AT1G13605
1,4666389,0.16080402,0,-0.000883566,AT1G13607
1,4666389,0.16080402,0,-0.000883566,AT1G13608
1,4666389,0.16080402,0,-0.000883566,AT1G13609
1,4666389,0.16080402,0,-0.000883566,AT1G13610
1,4666389,0.16080402,0,-0.000883566,AT1G13620
1,4666389,0.16080402,0,-0.000883566,AT1G13630
1,4666389,0.16080402,0,-0.000883566,AT1G13635
1,5102311,0.216080402,0.000461024,0,AT1G14790
1,5102311,0.216080402,0.000461024,0,AT1G14800
1,5102311,0.216080402,0.000461024,0,AT1G14810
1,5102311,0.216080402,0.000461024,0,AT1G14820
1,5102311,0.216080402,0.000461024,0,AT1G14830
1,5805707,0.472361809,0,3.31E-05,AT1G16950
1,5805707,0.472361809,0,3.31E-05,AT1G16960
1,5805707,0.472361809,0,3.31E-05,AT1G16970
1,5805707,0.472361809,0,3.31E-05,AT1G16980
1,5915968,0.442211055,0,0.012566387,AT1G17270
1,5915968,0.442211055,0,0.012566387,AT1G17275
1,5915968,0.442211055,0,0.012566387,AT1G17277
1,5915968,0.442211055,0,0.012566387,AT1G17280
1,5915968,0.442211055,0,0.012566387,AT1G17285
1,6338373,0.48241206,0,-0.00090793,AT1G18400
1,6338373,0.48241206,0,-0.00090793,AT1G18410
1,6338373,0.48241206,0,-0.00090793,AT1G18415
1,6338373,0.48241206,0,-0.00090793,AT1G18420
1,6338373,0.48241206,0,-0.00090793,AT1G18430
1,6338373,0.48241206,0,-0.00090793,AT1G18440
1,6702116,0.48241206,0,-4.34E-06,AT1G19370
1,6702116,0.48241206,0,-4.34E-06,AT1G19371
1,6702116,0.48241206,0,-4.34E-06,AT1G19373
1,6702116,0.48241206,0,-4.34E-06,AT1G19376
1,6702116,0.48241206,0,-4.34E-06,AT1G19380
1,6702116,0.48241206,0,-4.34E-06,AT1G19390
1,6702116,0.48241206,0,-4.34E-06,AT1G19392
1,6702116,0.48241206,0,-4.34E-06,AT1G19394
1,6702116,0.48241206,0,-4.34E-06,AT1G19396
1,6702116,0.48241206,0,-4.34E-06,AT1G19397
1,6865108,0.090452261,0,4.54E-05,AT1G19835
1,6865108,0.090452261,0,4.54E-05,AT1G19840
1,7060559,0.48241206,0,0.025934041,AT1G20370
1,7060559,0.48241206,0,0.025934041,AT1G20375
1,7060559,0.48241206,0,0.025934041,AT1G20380
1,7837724,0.40201005,0,-0.011006464,AT1G22180
1,7837724,0.40201005,0,-0.011006464,AT1G22190
1,7837724,0.40201005,0,-0.011006464,AT1G22200
1,7837724,0.40201005,0,-0.011006464,AT1G22210
1,7859687,0.08040201,0,0.008749091,AT1G22230
1,7859687,0.08040201,0,0.008749091,AT1G22240
1,7859687,0.08040201,0,0.008749091,AT1G22250
1,7859687,0.08040201,0,0.008749091,AT1G22260
1,7859687,0.08040201,0,0.008749091,AT1G22270
1,7862042,0.08040201,0,0.000458689,AT1G22240
1,7862042,0.08040201,0,0.000458689,AT1G22250
1,7862042,0.08040201,0,0.000458689,AT1G22260
1,7862042,0.08040201,0,0.000458689,AT1G22270
1,8086296,0.376884422,0,0.001864704,AT1G22830
1,8086296,0.376884422,0,0.001864704,AT1G22840
1,8086296,0.376884422,0,0.001864704,AT1G22850
1,8086296,0.376884422,0,0.001864704,AT1G22860
1,8086296,0.376884422,0,0.001864704,AT1G22870
1,8116820,0.246231156,3.51E-05,0,AT1G22920
1,8116820,0.246231156,3.51E-05,0,AT1G22930
1,8116820,0.246231156,3.51E-05,0,AT1G22940
1,8297379,0.35678392,0,0.00139065,AT1G23350
1,8297379,0.35678392,0,0.00139065,AT1G23360
1,8297379,0.35678392,0,0.00139065,AT1G23380
1,8353953,0.472361809,0,-1.06E-05,AT1G23530
1,8353953,0.472361809,0,-1.06E-05,AT1G23540
1,8353953,0.472361809,0,-1.06E-05,AT1G23550
1,8353953,0.472361809,0,-1.06E-05,AT1G23560
1,8353953,0.472361809,0,-1.06E-05,AT1G23570
1,8353953,0.472361809,0,-1.06E-05,AT1G23580
1,8353953,0.472361809,0,-1.06E-05,AT1G23590
1,8353953,0.472361809,0,-1.06E-05,AT1G23600
1,8353953,0.472361809,0,-1.06E-05,AT1G23610
1,8438864,0.40201005,-0.002160247,0,AT1G23870
1,8438864,0.40201005,-0.002160247,0,AT1G23880
1,8438864,0.40201005,-0.002160247,0,AT1G23890
1,8438864,0.40201005,-0.002160247,0,AT1G23900
1,8438928,0.40201005,-1.42E-16,0,AT1G23870
1,8438928,0.40201005,-1.42E-16,0,AT1G23880
1,8438928,0.40201005,-1.42E-16,0,AT1G23890
1,8438928,0.40201005,-1.42E-16,0,AT1G23900
1,8439286,0.40201005,-1.85E-17,0,AT1G23870
1,8439286,0.40201005,-1.85E-17,0,AT1G23880
1,8439286,0.40201005,-1.85E-17,0,AT1G23890
1,8439286,0.40201005,-1.85E-17,0,AT1G23900
1,8452101,0.43718593,0,-0.001795898,AT1G23910
1,8452101,0.43718593,0,-0.001795898,AT1G23920
1,8452101,0.43718593,0,-0.001795898,AT1G23930
1,8518046,0.246231156,0,0.002827077,AT1G24060
1,8518046,0.246231156,0,0.002827077,AT1G24062
1,8518046,0.246231156,0,0.002827077,AT1G24068
1,8518046,0.246231156,0,0.002827077,AT1G24070
1,8518046,0.246231156,0,0.002827077,AT1G24080
1,8518046,0.246231156,0,0.002827077,AT1G24090
1,8518046,0.246231156,0,0.002827077,AT1G24095
1,8518046,0.246231156,0,0.002827077,AT1G24100
1,8570958,0.135678392,0,3.25E-05,AT1G24190
1,8570958,0.135678392,0,3.25E-05,AT1G24200
1,8570958,0.135678392,0,3.25E-05,AT1G24210
1,8570958,0.135678392,0,3.25E-05,AT1G24212
1,9221783,0.396984925,0,0.005008175,AT1G26665
1,9221783,0.396984925,0,0.005008175,AT1G26670
1,9221783,0.396984925,0,0.005008175,AT1G26680
1,9221783,0.396984925,0,0.005008175,AT1G26690
1,9295021,0.487437186,0,-0.001439586,AT1G26800
1,9295021,0.487437186,0,-0.001439586,AT1G26810
1,9295021,0.487437186,0,-0.001439586,AT1G26815
1,9295021,0.487437186,0,-0.001439586,AT1G26820
1,9295021,0.487437186,0,-0.001439586,AT1G26830
1,9295021,0.487437186,0,-0.001439586,AT1G26840
1,9295021,0.487437186,0,-0.001439586,AT1G26850
1,9295108,0.487437186,0,-2.25E-16,AT1G26810
1,9295108,0.487437186,0,-2.25E-16,AT1G26815
1,9295108,0.487437186,0,-2.25E-16,AT1G26820
1,9295108,0.487437186,0,-2.25E-16,AT1G26830
1,9295108,0.487437186,0,-2.25E-16,AT1G26840
1,9295108,0.487437186,0,-2.25E-16,AT1G26850
1,9394750,0.477386935,0,-0.00255566,AT1G27040
1,9394750,0.477386935,0,-0.00255566,AT1G27045
1,9394750,0.477386935,0,-0.00255566,AT1G27050
1,9394750,0.477386935,0,-0.00255566,AT1G27060
1,9394750,0.477386935,0,-0.00255566,AT1G27070
1,9394750,0.477386935,0,-0.00255566,AT1G27080
1,9408271,0.407035176,0,-0.006809288,AT1G27080
1,9408271,0.407035176,0,-0.006809288,AT1G27090
1,9408271,0.407035176,0,-0.006809288,AT1G27100
1,9408271,0.407035176,0,-0.006809288,AT1G27110
1,9479163,0.452261307,0,-0.00674756,AT1G27260
1,9479163,0.452261307,0,-0.00674756,AT1G27270
1,9479163,0.452261307,0,-0.00674756,AT1G27280
1,9479163,0.452261307,0,-0.00674756,AT1G27285
1,9479163,0.452261307,0,-0.00674756,AT1G27290
1,9479163,0.452261307,0,-0.00674756,AT1G27300
1,9479163,0.452261307,0,-0.00674756,AT1G27310
1,9622643,0.110552764,8.49E-06,0,AT1G27640
1,9622643,0.110552764,8.49E-06,0,AT1G27650
1,9622643,0.110552764,8.49E-06,0,AT1G27660
1,9622643,0.110552764,8.49E-06,0,AT1G27670
1,9622643,0.110552764,8.49E-06,0,AT1G27671
1,9717265,0.457286432,0,-0.001532514,AT1G27880
1,9717265,0.457286432,0,-0.001532514,AT1G27890
1,9717265,0.457286432,0,-0.001532514,AT1G27900
1,9717265,0.457286432,0,-0.001532514,AT1G27910
1,9959506,0.497487437,0,-0.006773225,AT1G28360
1,9959506,0.497487437,0,-0.006773225,AT1G28370
1,9959506,0.497487437,0,-0.006773225,AT1G28375
1,9959506,0.497487437,0,-0.006773225,AT1G28380
1,9959506,0.497487437,0,-0.006773225,AT1G28390
1,9992369,0.427135678,0,-0.000789273,AT1G28430
1,9992369,0.427135678,0,-0.000789273,AT1G28440
1,10060958,0.201005025,-0.010462901,0,AT1G28600
1,10060958,0.201005025,-0.010462901,0,AT1G28610
1,10060958,0.201005025,-0.010462901,0,AT1G28620
1,10060958,0.201005025,-0.010462901,0,AT1G28630
1,10060958,0.201005025,-0.010462901,0,AT1G28640
1,10115112,0.24120603,0,0.000118538,AT1G28930
1,10115112,0.24120603,0,0.000118538,AT1G28940
1,10115112,0.24120603,0,0.000118538,AT1G28950
1,10115112,0.24120603,0,0.000118538,AT1G28960
1,10115112,0.24120603,0,0.000118538,AT1G28970
1,10115112,0.24120603,0,0.000118538,AT1G28980
1,10115112,0.24120603,0,0.000118538,AT1G28990
1,10115112,0.24120603,0,0.000118538,AT1G29000
1,10115112,0.24120603,0,0.000118538,AT1G29010
1,10115112,0.24120603,0,0.000118538,AT1G29020
1,10245297,0.391959799,0,-0.000471911,AT1G29280
1,10245297,0.391959799,0,-0.000471911,AT1G29290
1,10245297,0.391959799,0,-0.000471911,AT1G29300
1,10245297,0.391959799,0,-0.000471911,AT1G29310
1,10255251,0.211055276,0,-0.00011128,AT1G29300
1,10255251,0.211055276,0,-0.00011128,AT1G29310
1,10255251,0.211055276,0,-0.00011128,AT1G29320
1,10255251,0.211055276,0,-0.00011128,AT1G29330
1,10547845,0.236180905,-0.003968483,0,AT1G30050
1,10547845,0.236180905,-0.003968483,0,AT1G30060
1,10547845,0.236180905,-0.003968483,0,AT1G30070
1,10547845,0.236180905,-0.003968483,0,AT1G30080
1,11006520,0.281407035,0,6.52E-05,AT1G30900
1,11006520,0.281407035,0,6.52E-05,AT1G30910
1,11006520,0.281407035,0,6.52E-05,AT1G30920
1,11006520,0.281407035,0,6.52E-05,AT1G30921
1,11006520,0.281407035,0,6.52E-05,AT1G30925
1,11006520,0.281407035,0,6.52E-05,AT1G30930
1,11232010,0.43718593,0,0.014760961,AT1G31355
1,11232010,0.43718593,0,0.014760961,AT1G31358
1,11232010,0.43718593,0,0.014760961,AT1G31360
1,11232010,0.43718593,0,0.014760961,AT1G31370
1,11232010,0.43718593,0,0.014760961,AT1G31380
1,11281769,0.195979899,-0.000572078,0,AT1G31500
1,11281769,0.195979899,-0.000572078,0,AT1G31510
1,11281769,0.195979899,-0.000572078,0,AT1G31520
1,11281769,0.195979899,-0.000572078,0,AT1G31530
1,11297004,0.497487437,0,0.001005,AT1G31540
1,11297004,0.497487437,0,0.001005,AT1G31550
1,11349138,0.417085427,0,0.003013378,AT1G31690
1,11349138,0.417085427,0,0.003013378,AT1G31710
1,11349138,0.417085427,0,0.003013378,AT1G31720
1,11349234,0.417085427,0,1.62E-16,AT1G31690
1,11349234,0.417085427,0,1.62E-16,AT1G31710
1,11349234,0.417085427,0,1.62E-16,AT1G31720
1,12042715,0.422110553,0,2.55E-05,AT1G33190
1,12042715,0.422110553,0,2.55E-05,AT1G33200
1,12042715,0.422110553,0,2.55E-05,AT1G33220
1,12042715,0.422110553,0,2.55E-05,AT1G33230
1,12216601,0.412060302,0,0.000850134,AT1G33700
1,12216601,0.412060302,0,0.000850134,AT1G33710
1,12216601,0.412060302,0,0.000850134,AT1G33720
1,12224071,0.125628141,0.003972802,0,AT1G33710
1,12224071,0.125628141,0.003972802,0,AT1G33720
1,12224071,0.125628141,0.003972802,0,AT1G33730
1,12224071,0.125628141,0.003972802,0,AT1G33740
1,12224071,0.125628141,0.003972802,0,AT1G33743
1,12377983,0.361809045,0,-0.002068632,AT1G34030
1,12377983,0.361809045,0,-0.002068632,AT1G34040
1,12377983,0.361809045,0,-0.002068632,AT1G34042
1,12377983,0.361809045,0,-0.002068632,AT1G34044
1,12435843,0.306532663,-0.000237359,0,AT1G34120
1,12435843,0.306532663,-0.000237359,0,AT1G34130
1,12435843,0.306532663,-0.000237359,0,AT1G34140
1,12435843,0.306532663,-0.000237359,0,AT1G34150
1,12435843,0.306532663,-0.000237359,0,AT1G34160
1,12505132,0.452261307,0,-0.006856681,AT1G34281
1,12505132,0.452261307,0,-0.006856681,AT1G34290
1,12505132,0.452261307,0,-0.006856681,AT1G34300
1,12505132,0.452261307,0,-0.006856681,AT1G34310
1,12609666,0.075376884,0,0.000802276,AT1G34470
1,12609666,0.075376884,0,0.000802276,AT1G34480
1,12609666,0.075376884,0,0.000802276,AT1G34490
1,12609666,0.075376884,0,0.000802276,AT1G34500
1,12609666,0.075376884,0,0.000802276,AT1G34510
1,12661606,0.070351759,-0.002444618,0,AT1G34560
1,12661606,0.070351759,-0.002444618,0,AT1G34570
1,12661606,0.070351759,-0.002444618,0,AT1G34575
1,12661606,0.070351759,-0.002444618,0,AT1G34580
1,12661606,0.070351759,-0.002444618,0,AT1G34590
1,12674325,0.371859296,0,0.000206063,AT1G34590
1,12674325,0.371859296,0,0.000206063,AT1G34600
1,12674325,0.371859296,0,0.000206063,AT1G34610
1,12730230,0.376884422,0,-3.25E-05,AT1G34730
1,12730230,0.376884422,0,-3.25E-05,AT1G34740
1,12730230,0.376884422,0,-3.25E-05,AT1G34750
1,13142858,0.115577889,0.008525677,0,AT1G35600
1,13142858,0.115577889,0.008525677,0,AT1G35610
1,13142858,0.115577889,0.008525677,0,AT1G35612
1,13142858,0.115577889,0.008525677,0,AT1G35614
1,13143618,0.065326633,0.015010523,0,AT1G35600
1,13143618,0.065326633,0.015010523,0,AT1G35610
1,13143618,0.065326633,0.015010523,0,AT1G35612
1,13143618,0.065326633,0.015010523,0,AT1G35614
1,13159779,0.391959799,0,0.000176696,AT1G35617
1,13159779,0.391959799,0,0.000176696,AT1G35620
1,13159779,0.391959799,0,0.000176696,AT1G35625
1,13159779,0.391959799,0,0.000176696,AT1G35630
1,13357529,0.442211055,0,0.000123314,AT1G35910
1,13590126,0.412060302,0,-0.003892418,AT1G36210
1,13594602,0.417085427,0,-8.06E-05,AT1G36210
1,13594602,0.417085427,0,-8.06E-05,AT1G36220
1,13633376,0.492462312,0,-0.000359712,AT1G36260
1,13633376,0.492462312,0,-0.000359712,AT1G36270
1,13633376,0.492462312,0,-0.000359712,AT1G36272
1,13633376,0.492462312,0,-0.000359712,AT1G36280
1,13859215,0.427135678,0,-0.017958045,AT1G36640
1,13859215,0.427135678,0,-0.017958045,AT1G36650
1,13859215,0.427135678,0,-0.017958045,AT1G36660
1,13859215,0.427135678,0,-0.017958045,AT1G36670
1,14183814,0.35678392,0,0.000265105,AT1G37150
1,14183814,0.35678392,0,0.000265105,AT1G37160
1,14183814,0.35678392,0,0.000265105,AT1G37170
1,14186147,0.462311558,0,2.40E-05,AT1G37160
1,14186147,0.462311558,0,2.40E-05,AT1G37170
1,14186147,0.462311558,0,2.40E-05,AT1G37180
1,14442179,0.236180905,0,0.004106993,AT1G38350
1,14442179,0.236180905,0,0.004106993,AT1G38360
1,14442179,0.236180905,0,0.004106993,AT1G38380
1,14442179,0.236180905,0,0.004106993,AT1G38390
1,15640907,0.487437186,0,9.49E-07,AT1G41855
1,15640907,0.487437186,0,9.49E-07,AT1G41860
1,15640907,0.487437186,0,9.49E-07,AT1G41870
1,15688454,0.467336683,0,0.000984961,AT1G41920
1,15688454,0.467336683,0,0.000984961,AT1G41930
1,16099245,0.145728643,0.007090452,-0.009461026,AT1G42736
1,16099245,0.145728643,0.007090452,-0.009461026,AT1G42740
1,16099245,0.145728643,0.007090452,-0.009461026,AT1G42745
1,16099245,0.145728643,0.007090452,-0.009461026,AT1G42780
1,16099245,0.145728643,0.007090452,-0.009461026,AT1G42816
1,16124697,0.432160804,0,0.000112067,AT1G42924
1,16124697,0.432160804,0,0.000112067,AT1G42960
1,16124697,0.432160804,0,0.000112067,AT1G42970
1,16163253,0.467336683,0,0.000396061,AT1G43010
1,16163253,0.467336683,0,0.000396061,AT1G43020
1,16199899,0.100502513,0,3.29E-16,AT1G43070
1,16235644,0.296482412,0,-3.44E-06,AT1G43120
1,16235644,0.296482412,0,-3.44E-06,AT1G43130
1,16235644,0.296482412,0,-3.44E-06,AT1G43140
1,16235644,0.296482412,0,-3.44E-06,AT1G43145
1,16235644,0.296482412,0,-3.44E-06,AT1G43150
1,16291589,0.231155779,0.001773776,0,AT1G43200
1,16291589,0.231155779,0.001773776,0,AT1G43205
1,16291589,0.231155779,0.001773776,0,AT1G43210
1,16291589,0.231155779,0.001773776,0,AT1G43220
1,16291589,0.231155779,0.001773776,0,AT1G43230
1,16314489,0.396984925,0,-6.41E-05,AT1G43245
1,16314489,0.396984925,0,-6.41E-05,AT1G43250
1,16314489,0.396984925,0,-6.41E-05,AT1G43260
1,16314489,0.396984925,0,-6.41E-05,AT1G43270
1,16314660,0.396984925,0,-2.80E-18,AT1G43245
1,16314660,0.396984925,0,-2.80E-18,AT1G43250
1,16314660,0.396984925,0,-2.80E-18,AT1G43260
1,16314660,0.396984925,0,-2.80E-18,AT1G43270
1,16314841,0.396984925,0,-5.08E-19,AT1G43245
1,16314841,0.396984925,0,-5.08E-19,AT1G43250
1,16314841,0.396984925,0,-5.08E-19,AT1G43260
1,16314841,0.396984925,0,-5.08E-19,AT1G43270
1,16315037,0.396984925,0,-5.08E-19,AT1G43245
1,16315037,0.396984925,0,-5.08E-19,AT1G43250
1,16315037,0.396984925,0,-5.08E-19,AT1G43260
1,16315037,0.396984925,0,-5.08E-19,AT1G43270
1,16315111,0.396984925,0,-5.08E-19,AT1G43245
1,16315111,0.396984925,0,-5.08E-19,AT1G43250
1,16315111,0.396984925,0,-5.08E-19,AT1G43260
1,16315111,0.396984925,0,-5.08E-19,AT1G43270
1,16503137,0.085427136,-0.026652316,0,AT1G43720
1,16503137,0.085427136,-0.026652316,0,AT1G43722
1,16503137,0.085427136,-0.026652316,0,AT1G43723
1,16503137,0.085427136,-0.026652316,0,AT1G43724
1,16503137,0.085427136,-0.026652316,0,AT1G43725
1,16503137,0.085427136,-0.026652316,0,AT1G43730
1,16503805,0.075376884,-0.001735893,0,AT1G43720
1,16503805,0.075376884,-0.001735893,0,AT1G43722
1,16503805,0.075376884,-0.001735893,0,AT1G43723
1,16503805,0.075376884,-0.001735893,0,AT1G43724
1,16503805,0.075376884,-0.001735893,0,AT1G43725
1,16503805,0.075376884,-0.001735893,0,AT1G43730
1,16506198,0.075376884,-8.15E-17,0,AT1G43722
1,16506198,0.075376884,-8.15E-17,0,AT1G43723
1,16506198,0.075376884,-8.15E-17,0,AT1G43724
1,16506198,0.075376884,-8.15E-17,0,AT1G43725
1,16506198,0.075376884,-8.15E-17,0,AT1G43730
1,16506198,0.075376884,-8.15E-17,0,AT1G43740
1,16506530,0.075376884,-1.51E-05,0,AT1G43723
1,16506530,0.075376884,-1.51E-05,0,AT1G43724
1,16506530,0.075376884,-1.51E-05,0,AT1G43725
1,16506530,0.075376884,-1.51E-05,0,AT1G43730
1,16506530,0.075376884,-1.51E-05,0,AT1G43740
1,16549956,0.055276382,6.38E-05,0,AT1G43766
1,16549956,0.055276382,6.38E-05,0,AT1G43770
1,16549956,0.055276382,6.38E-05,0,AT1G43775
1,16549956,0.055276382,6.38E-05,0,AT1G43777
1,16579393,0.070351759,0.00034055,0,AT1G43785
1,16579393,0.070351759,0.00034055,0,AT1G43790
1,16579393,0.070351759,0.00034055,0,AT1G43800
1,16579393,0.070351759,0.00034055,0,AT1G43810
1,16579393,0.070351759,0.00034055,0,AT1G43820
1,16659164,0.447236181,0,-2.41E-05,AT1G43897
1,16659164,0.447236181,0,-2.41E-05,AT1G43900
1,16659164,0.447236181,0,-2.41E-05,AT1G43910
1,16659164,0.447236181,0,-2.41E-05,AT1G43920
1,16659164,0.447236181,0,-2.41E-05,AT1G43930
1,16659164,0.447236181,0,-2.41E-05,AT1G43940
1,16966008,0.180904523,0,-0.002254868,AT1G44890
1,16966008,0.180904523,0,-0.002254868,AT1G44900
1,17005702,0.472361809,0,-0.001617379,AT1G44960
1,17005702,0.472361809,0,-0.001617379,AT1G44970
1,17005702,0.472361809,0,-0.001617379,AT1G44980
1,17005702,0.472361809,0,-0.001617379,AT1G44990
1,17005702,0.472361809,0,-0.001617379,AT1G45000
1,17005702,0.472361809,0,-0.001617379,AT1G45010
1,17116289,0.296482412,0,0.000269823,AT1G45191
1,17366979,0.452261307,3.74E-05,0,AT1G47350
1,17366979,0.452261307,3.74E-05,0,AT1G47360
1,17366979,0.452261307,3.74E-05,0,AT1G47370
1,17366979,0.452261307,3.74E-05,0,AT1G47380
1,17387272,0.487437186,0,0.007236734,AT1G47389
1,17387272,0.487437186,0,0.007236734,AT1G47390
1,17387272,0.487437186,0,0.007236734,AT1G47395
1,17387272,0.487437186,0,0.007236734,AT1G47400
