"","CHR","POSITION","IHS","LOGPVALUE"
"15931","2",77264,0.402639144068053,0.162908185636064
"15970","2",77323,-0.519372477668258,0.219321991475412
"15998","2",77371,1.05091281149032,0.53268995709673
"16155","2",77648,-1.29199340083337,0.706948237362012
"16161","2",77681,-1.29199340083337,0.706948237362012
"16264","2",77907,0.557841980953958,0.238860096310843
"16411","2",78295,0.53773236606524,0.228587572157481
"16542","2",78565,-0.906453865076751,0.43806938904433
"16554","2",78590,1.6027441341856,0.962608743813901
"16707","2",79128,0.120997117968587,0.0439789289481735
"16829","2",80022,-0.309389932052952,0.120889819410921
"16872","2",80416,0.231899822558751,0.087982209653586
"16882","2",80450,-1.04681318424766,0.529904614092471
"16954","2",80723,-0.988642085042359,0.491014964705869
"16974","2",80786,0.751800771519932,0.344697411784134
"16977","2",80789,-0.163475423150076,0.0604088090545483
"16999","2",80817,-1.07388214301649,0.548404653613302
"17029","2",80912,-1.07388214301649,0.548404653613302
"17062","2",80961,0.438378529678017,0.17972502037683
"17074","2",81004,1.22017446583061,0.652867669132295
"17079","2",81012,1.79341687519243,1.13723499380717
"17125","2",81193,0.991528808971999,0.492917061166542
"17151","2",81311,-0.746010404984195,0.341358017522205
"17207","2",81386,-0.746010404984195,0.341358017522205
"17210","2",81413,-0.746010404984195,0.341358017522205
"17213","2",81422,-0.746010404984195,0.341358017522205
"17237","2",81563,-0.682393207182319,0.305403267817543
"17249","2",81602,-0.722962296330756,0.328176621054512
"17274","2",81720,0.240493659622932,0.0915430889554231
"17282","2",81750,-0.0767484374508446,0.0274159690357654
"17293","2",81766,-0.0809509772052252,0.0289650570867751
"17387","2",82020,-0.294008300463918,0.114213989524656
"17390","2",82043,NA,NA
"17458","2",82361,-0.366269146847885,0.146201893953044
"17467","2",82370,-0.366269146847885,0.146201893953044
"17493","2",82487,0.561253043571551,0.240615447526584
"17600","2",82967,-0.276244786738507,0.106593328583675
"17653","2",83442,0.499762957989703,0.209544533092142
"17772","2",84000,-0.0752957778130121,0.0268816729089178
"17958","2",85324,-0.622208121912073,0.272617341338886
"18301","2",86700,-0.707501578903303,0.319433499870357
"18601","2",88462,-0.303915766313696,0.118505747173886
"19009","2",90087,-0.740189807925557,0.338012467094624
"19249","2",91510,0.0426297023985947,0.0150243491471451
"19258","2",91535,-0.0589560976984567,0.0209129889395462
"19270","2",91556,-0.674594848886199,0.301088015580348
"19272","2",91558,-1.39670920245151,0.789143866546702
"19322","2",91695,0.10731726274346,0.0387985816190838
"19545","2",94430,-1.00437104899687,0.501414067890597
"19777","2",96232,0.293169981313297,0.113852205057282
"19826","2",96505,-0.514000885835651,0.216631495769668
"19854","2",96589,-0.514000885835651,0.216631495769668
"20046","2",97588,-0.0548294564694895,0.0194175008820659
"20080","2",97774,-0.396647421976595,0.160127761164905
"20224","2",98331,NA,NA
"20263","2",98517,-1.95842489011036,1.29946781535517
"20266","2",98520,-0.0134464409843143,0.00468445160138237
"20340","2",99285,-0.0101268144778993,0.00352330520408522
"20346","2",99300,-0.00432172747545275,0.0015001346741626
"20462","2",99834,0.488837793536405,0.204150183561585
"20463","2",99835,-0.170151978987603,0.0630388148602312
"20466","2",99874,0.541600668277793,0.230553523671042
"20477","2",99936,NA,NA
"20479","2",99938,0.318015692654746,0.124664908583717
"20484","2",99956,0.408889607690274,0.165820561514433
"20493","2",100005,0.931768747651363,0.454128977476204
"20498","2",100010,0.198910890855934,0.0745164681946267
"20500","2",100012,-0.129267988304257,0.0471370682549883
"20549","2",100307,0.79784143092035,0.371649376301119
"20557","2",100349,NA,NA
"20625","2",100543,NA,NA
"21284","2",104344,NA,NA
"21318","2",104435,-0.6393391690512,0.281828672758867
"21391","2",105487,-1.30235270571059,0.714902336564175
"21497","2",105863,-0.353812710852912,0.140573922094831
"21520","2",106159,-0.494063434742341,0.20672564265299
"21540","2",106325,-0.10861510866624,0.0392877511560834
"21560","2",106485,-0.545184077846745,0.232378967077993
"22019","2",108185,0.260210885311522,0.0997961813964108
"22020","2",108186,0.628501216085079,0.275989991576462
"22441","2",109917,0.897776456264071,0.432615119472207
"22446","2",110046,-0.353296490046575,0.140341715742516
"22493","2",110563,0.980711231359311,0.485804123611222
"22524","2",111008,-0.501495526370003,0.210403477618364
"22553","2",111374,-0.0195799006559337,0.00683788138372012
"22554","2",111379,-0.443233566379993,0.182040307315152
"22575","2",111525,0.232904723111991,0.0883974590012211
"22788","2",112290,NA,NA
"22836","2",113118,0.0907320248223834,0.0325898576588908
"22849","2",113237,1.25094193107358,0.675808809292075
"22906","2",113573,0.632178534229971,0.277966754886034
"22919","2",113861,-0.0834125404682827,0.0298747367906644
"22936","2",114019,0.0845977758413931,0.0303133589840352
"23033","2",114507,0.335853226109228,0.132543384141148
"23079","2",114596,0.181037972443026,0.067354900003172
"23150","2",114766,-0.840535521682059,0.397280172281293
"23158","2",114778,-0.773747603643233,0.357456282065645
"23195","2",115073,0.387210828784613,0.155771335371247
"23369","2",116090,-0.219629401762932,0.0829359457717461
"23387","2",116156,0.498902223012658,0.209118166502586
"23392","2",116180,-0.316937432295447,0.124191768499539
"23687","2",117278,0.377976697386844,0.151535052014402
"23961","2",119450,-0.169081587524777,0.0626162948975323
"24050","2",119761,-0.215255788955806,0.0811480628609168
"24086","2",120123,-0.46787329958132,0.193904722690343
"24195","2",121072,-0.0917347521838107,0.0329630014372722
"24299","2",121855,-0.668218058035622,0.297574280350349
"24311","2",122139,-0.543294683615555,0.231415967632196
"24587","2",126135,-0.0254938768680806,0.00892416634860225
"24589","2",126138,-0.0254938768680806,0.00892416634860225
"24616","2",126477,0.0114923062835562,0.00400055964140193
"24633","2",126673,0.0548842559666922,0.0194373286992302
"24638","2",126678,0.0548842559666922,0.0194373286992302
"24640","2",126680,0.0548842559666924,0.0194373286992303
"24644","2",126711,-0.103043372533542,0.0371911232505866
"24748","2",128284,-0.122204424385029,0.0444386980135934
"24762","2",128309,-0.122204424385029,0.0444386980135934
"24771","2",128376,-0.122204424385029,0.0444386980135933
"24797","2",128839,-0.128384582435378,0.0467988097341159
"24820","2",129035,-0.166274425571233,0.0615098001918914
"24827","2",129042,-0.10132984077569,0.0365481119843957
"24844","2",129110,-0.305400728438736,0.119151570092651
"24907","2",129389,-0.15114232157791,0.0555847236587248
"24928","2",129410,-0.15114232157791,0.0555847236587248
"24931","2",129414,-0.15114232157791,0.0555847236587248
"24946","2",129449,-0.152269242151628,0.0560236829806925
"24990","2",129681,-0.0460160603065338,0.0162395897209074
"24991","2",129682,-0.152377123082426,0.0560657242126767
"24998","2",129698,0.211195000390084,0.0794931231336183
"25024","2",129957,0.254906928962519,0.0975646706668848
"25038","2",130022,-2.12703122540795,1.47602618850689
"25074","2",130099,-0.907031478656333,0.438433369882868
"25080","2",130105,0.473646057057623,0.196712042090552
"25086","2",130130,0.473646057057623,0.196712042090552
"25103","2",130185,0.473646057057623,0.196712042090552
"25110","2",130198,-0.0405947581438434,0.0142956290524948
"25137","2",130302,0.806603543487065,0.376859367571505
"25150","2",130390,-2.12592724660035,1.47483441365842
"25155","2",130510,0.793528950761267,0.369094654642661
"25165","2",130543,0.673998650432122,0.300758931392131
"25184","2",130726,0.673998650432122,0.300758931392131
"25197","2",130775,-1.29621652692989,0.710186161623795
"25201","2",130779,-1.29621652692989,0.710186161623795
"25290","2",131055,0.762280264995978,0.350769589149663
"25297","2",131068,0.762280264995978,0.350769589149663
"25349","2",131490,0.470664031960347,0.195260555859023
"25368","2",131519,0.470664031960347,0.195260555859023
"25376","2",131527,0.470664031960347,0.195260555859023
"25378","2",131529,0.470664031960347,0.195260555859023
"25381","2",131532,-1.68845961259254,1.03941966139305
"25382","2",131533,0.585124028526757,0.253004566047088
"25394","2",131548,0.585124028526757,0.253004566047088
"25470","2",131673,0.174691562756887,0.0648344609568145
"25474","2",131677,0.857111932185927,0.407398011791146
"25514","2",131815,1.04726738787882,0.53021291631291
"25516","2",131817,1.04726738787882,0.53021291631291
"25522","2",131832,1.04726738787882,0.53021291631291
"25539","2",131861,1.14341478512487,0.597108845671491
"25541","2",131863,0.675888011771252,0.301802206214253
"25580","2",131906,0.676189147723674,0.301968597269278
"25588","2",131919,0.676189147723674,0.301968597269278
"25589","2",131920,0.676189147723674,0.301968597269278
"25622","2",131962,0.676189147723674,0.301968597269278
"25628","2",131971,1.70269090785601,1.05243920785674
"25634","2",131981,0.29217326647204,0.113422339722207
"25635","2",131982,0.346358641588623,0.137228863941108
"25646","2",132008,-0.201771437886181,0.0756713873239317
"25707","2",132263,0.186931376056984,0.0697059905388093
"25722","2",132323,-0.155408293801344,0.057248354022345
"25768","2",132437,-0.200399788759344,0.075117296136417
"25780","2",132495,0.898291753415801,0.432938293987258
"25785","2",132526,-0.0734290802747179,0.0261959695664031
"25795","2",132587,-0.073429080274718,0.0261959695664031
"25815","2",132697,-0.225912951044059,0.0855145039872165
"26088","2",135066,-1.06894415457222,0.545010651864316
"26124","2",135381,-0.203040630134224,0.0761845837033381
"26569","2",137192,-1.21875420104166,0.65181687490492
"26719","2",138287,0.473360135722276,0.196572749571556
"26846","2",138594,-0.0128783185742202,0.00448551547966858
"26857","2",138611,-0.0698064430233121,0.024868064394983
"26923","2",138720,0.227648102790959,0.0862286146855095
"27042","2",138852,-0.065861278451487,0.0234261584235214
"27064","2",138876,-0.498997491217817,0.209165346194215
"27111","2",138924,0.867533192161219,0.413806739237744
"27233","2",139048,0.52500626722291,0.222153706645402
"27238","2",139053,-0.291844987760972,0.113280824658563
"27619","2",139480,0.0714987895929883,0.0254879444177268
"27620","2",139481,0.179522061519215,0.0667517937246167
"28180","2",141687,0.319704064104671,0.125406475340965
"28487","2",142392,0.115118885514608,0.0417463535016667
"29293","2",144210,-0.480679233084702,0.200146532679307
"29303","2",144220,-0.749087751262324,0.343131376874123
"29309","2",144239,-0.347885296048808,0.13791257230662
"29335","2",144306,-1.63131532329216,0.987906342936602
"29443","2",144529,0.799654472312359,0.372725295672769
"29590","2",144917,-0.167497142631127,0.0619914741810601
"29663","2",145060,0.0957789653365778,0.0344708788605439
"29667","2",145082,0.0516301180378396,0.0182613662541143
"29702","2",145187,0.253606650815169,0.0970188945217147
"29710","2",145227,-0.643611421741306,0.284140797676183
"29730","2",145342,0.34951579210069,0.138643574570302
"29733","2",145364,0.683956515872442,0.306270743583092
"29745","2",145387,0.348461221089192,0.138170684403844
"29821","2",145637,1.11680571518651,0.578268756854347
"29835","2",145693,0.546610169059829,0.233106585526351
"29917","2",146014,0.311264885984012,0.121708476539038
"29936","2",146080,0.601799876718332,0.261768713794454
"29949","2",146093,0.601799876718332,0.261768713794454
"29952","2",146096,1.23036031449807,0.660424931603839
"29961","2",146114,0.658376245024935,0.292177499034916
"29973","2",146219,-0.168833556809925,0.0625184364384976
"29985","2",146279,1.0062941174431,0.50269139568797
"30006","2",146319,1.22859739274924,0.6591142924083
"30030","2",146395,1.11394246087019,0.576256411701136
"30083","2",146592,1.15773419841193,0.607351360824493
"30113","2",146699,0.398177633921682,0.160836787928551
"30126","2",146719,0.692993266449317,0.311301022413167
"30230","2",146896,-0.186961810545082,0.0697181583752535
"30241","2",146908,0.408259735761514,0.165526525140586
"30284","2",147081,0.214469992852598,0.0808274380395082
"30343","2",147258,-0.436598673420395,0.178878086377701
"30417","2",147719,0.69042603845399,0.309869240310945
"30460","2",147978,0.876228540074166,0.419182409675212
"30483","2",148047,1.16283900199468,0.611020383738672
"30485","2",148050,1.16283900199468,0.611020383738672
"30491","2",148061,1.05259836452386,0.533836853027725
"30522","2",148122,0.299106127031996,0.116418578073114
"30582","2",148293,-0.245860457728666,0.0937779893918502
"30601","2",148329,0.66048766846621,0.293332621448264
"30617","2",148399,-0.4055789637705,0.164276468994982
"30629","2",148595,0.892874276849821,0.429545207742166
"30772","2",150495,-0.956055601162227,0.469743751932411
"30775","2",150498,0.885758766060094,0.425103861277789
"30788","2",150558,-1.03252920525663,0.520245836189743
"30817","2",150707,-0.126226957476728,0.0459735947009792
"30826","2",150787,-0.480202223532746,0.199913101633384
"30835","2",150833,-0.480202223532746,0.199913101633384
"30845","2",150881,-0.480202223532746,0.199913101633384
"30861","2",151066,-0.722154016304522,0.327717568062346
"30863","2",151068,-0.144114538535647,0.052855565314748
"30866","2",151071,-0.144114538535647,0.052855565314748
"30869","2",151074,-0.144114538535647,0.052855565314748
"30871","2",151076,-0.144114538535647,0.052855565314748
"30877","2",151082,-0.144114538535647,0.052855565314748
"30879","2",151086,-0.144114538535647,0.052855565314748
"30880","2",151087,1.22959510465803,0.659855901613666
"30898","2",151158,0.28343597833811,0.109666937857524
"30921","2",151230,0.119296035255951,0.0433318302474404
"30934","2",151291,0.248562552822379,0.0949064758554906
"30974","2",151543,0.716662784549823,0.324604634605098
"30988","2",151557,2.06937901075311,1.41442045306568
"31054","2",151788,0.507158339846738,0.213217551494546
"31066","2",151808,0.507158339846738,0.213217551494546
"31079","2",151869,0.274445349955715,0.105826659673223
"31086","2",151907,0.274445349955715,0.105826659673223
"31107","2",152058,-1.08919929033785,0.558987058719568
"31186","2",152432,1.95507506721359,1.29607088707526
"31297","2",152955,1.30304106705868,0.715432250193095
"31320","2",153428,1.11798106927565,0.579095655246034
"31341","2",153632,0.291531975561552,0.113145921024825
"31364","2",153873,0.626810602251831,0.275082673765229
"31411","2",154330,-1.03481163769587,0.521784419129263
"31578","2",154750,0.650477645688385,0.287869289952706
"31589","2",154761,-0.789007909187112,0.366423101625963
"31758","2",156263,0.12730210967178,0.0463846346224318
"31759","2",156269,0.183259595547651,0.0682399901164476
"31769","2",156313,0.928615619848506,0.452116643472014
"31782","2",156332,-0.461990926973522,0.191054908822527
"31812","2",156449,-0.446402782149159,0.183555641216333
"31838","2",156768,0.173985338517556,0.0645547164197709
"31909","2",157625,-1.0177943876052,0.510356913499325
"31920","2",157765,-1.0177943876052,0.510356913499325
"31927","2",157786,-1.0177943876052,0.510356913499325
"31933","2",157815,-1.0177943876052,0.510356913499325
"32013","2",158267,-1.0177943876052,0.510356913499325
"32014","2",158270,-0.889243781409338,0.427276968277034
"32015","2",158271,-0.986986188813938,0.489925181240359
"32094","2",158697,-1.320808597653,0.729169380031402
"32179","2",158947,0.135423116680344,0.0495001321796349
"32239","2",159072,0.135423116680344,0.0495001321796349
"32293","2",159185,0.186614177607078,0.0695791894343878
"32315","2",159207,0.121751941893234,0.0442663335239559
"32318","2",159210,0.185708602363569,0.0692173451757939
"32468","2",159743,0.138782281191569,0.05079438999747
"32472","2",159747,0.138782281191569,0.05079438999747
"32473","2",159748,0.0857723020677861,0.0307484120234411
"32493","2",159831,0.109290859841669,0.039542638729016
"32495","2",159837,0.157949094875585,0.0582417200165747
"32496","2",159838,0.508469339175006,0.21387049255148
"32848","2",162612,-0.452006279406429,0.186242621802669
"32889","2",162798,1.14992731884914,0.601758160997286
"32971","2",163032,0.9536830300919,0.468209380796015
"32982","2",163047,1.68685661954242,1.03795792821072
"33053","2",163192,1.19225095417445,0.632340627377862
"33080","2",163247,-0.854409090633239,0.405741890918464
"33098","2",163298,-0.819516295910113,0.384584566361844
"33099","2",163299,-0.881048487736508,0.422173329120009
"33119","2",163339,-0.797624691702977,0.371520830101968
"33120","2",163340,-1.10332121961512,0.568816916114268
"33121","2",163341,-1.25518875646205,0.679002072703398
"33125","2",163345,-1.31508606936846,0.724732473728606
"33142","2",163418,-1.26359264245005,0.685340229021486
"33174","2",163508,-0.743612328814035,0.339978287397283
"33193","2",163550,-1.70924367913721,1.05845964324154
"33211","2",163618,-1.64938692541748,1.00406488802956
"33256","2",163732,0.951570812219185,0.466845019465002
"33347","2",164199,1.76051516181211,1.10612455376659
"33354","2",164290,2.0020811747247,1.3441319310924
"33492","2",166357,-1.49034837814961,0.866037674973931
"33644","2",166872,-0.959303750209371,0.471847524799707
"33645","2",166873,-0.959303750209371,0.471847524799707
"33829","2",168134,0.925941432499853,0.450412651740112
"33973","2",168448,-1.39155177021704,0.785002130923877
"34048","2",168779,1.51425106802625,0.886183032805176
"34084","2",168964,-0.881527941027615,0.422471277795044
"34093","2",169009,0.0271699083044862,0.00951719621586444
"34307","2",170338,-1.58025154253121,0.942907481551661
"34311","2",170352,0.166611847817252,0.0616426798867213
"34316","2",170357,-1.4246791420568,0.811774908672806
"34432","2",171208,0.970196518169745,0.47892922938788
"34527","2",171421,1.22767741250014,0.658430778231166
"34539","2",171436,-1.50282854488168,0.876529716183826
"34548","2",171445,-1.50282854488168,0.876529716183826
"34613","2",171722,1.14901543281515,0.601106256708041
"34670","2",171983,1.14901543281515,0.601106256708041
"34674","2",171989,1.14901543281515,0.601106256708041
"34677","2",171999,1.14901543281515,0.601106256708041
"34715","2",172120,-0.166387368918586,0.061554274528241
"34720","2",172134,-0.166387368918586,0.0615542745282411
"34737","2",172171,-0.166387368918586,0.061554274528241
"34765","2",172215,-0.166387368918586,0.061554274528241
"34772","2",172222,-0.166387368918586,0.061554274528241
"34808","2",172305,-0.166387368918586,0.061554274528241
"34940","2",172870,0.138583740489078,0.0507178032485369
"34943","2",172877,-1.66130983136746,1.01479258544539
"34970","2",173089,-0.0286823234953856,0.0100530065553772
"35021","2",173247,0.153214007790436,0.0563919732256393
"35044","2",173426,0.153214007790437,0.0563919732256394
"35081","2",173652,0.188126237985952,0.0701839054368972
"35098","2",173774,0.148497327617156,0.0545558902542849
"35133","2",173859,0.0842565280626963,0.0301870318672141
"35156","2",173955,2.02587354456499,1.36878211355303
"35233","2",174066,0.333150872275494,0.13134357310575
"35244","2",174077,0.333150872275494,0.13134357310575
"35249","2",174082,0.333150872275494,0.13134357310575
"35276","2",174116,0.257196249498664,0.0985268141531763
"35337","2",174234,-1.1520309695483,0.603263180141342
"35397","2",174365,1.39130618823089,0.784805155854416
"35608","2",175127,1.16234543834583,0.610665235521624
"35733","2",175704,0.872345957631689,0.416778918737344
"35748","2",175753,-0.183438876115188,0.068311478174202
"35753","2",175758,-0.92165906485536,0.44768905090161
"36047","2",177233,-0.832639826624002,0.392493625345959
"36188","2",178850,0.274642845249067,0.10591075705472
"36273","2",179319,1.35513256323236,0.756031509801066
"36361","2",179830,-0.327485839488412,0.128835603404208
"36409","2",179971,-1.17210396142831,0.617703153494186
"36429","2",180026,1.07765745175971,0.551005297650567
"36434","2",180042,-1.10599952596105,0.570689141349746
"36447","2",180073,-0.85248379249918,0.404563711866035
"36472","2",180125,-1.11653488961113,0.578078291819925
"36573","2",180391,-1.05984941402198,0.538782020999747
"36766","2",181767,0.180807464955449,0.0672631490582719
"36796","2",181975,0.351490482553595,0.139529981146582
"36805","2",182015,-0.897343056727264,0.432343378387632
"36865","2",182327,-0.500296958998292,0.209809169732904
"36905","2",182396,-0.399543643497757,0.161470344942255
"36995","2",182720,-1.28958595826806,0.705105304333195
"37022","2",182747,-0.573446294293152,0.246920806036293
"37247","2",183269,0.952373109127392,0.467363071864702
"37310","2",183718,2.03303983519528,1.37624950659654
"37321","2",183729,0.0711407035335411,0.0253567154864647
"37397","2",183975,2.56928889971876,1.99179402300007
"37408","2",183986,-0.264873134996651,0.101764665876225
"37433","2",184098,1.27279549948349,0.692310137526793
"37447","2",184179,-0.643025401337803,0.283823292439083
"37454","2",184216,-0.105513623019125,0.0381195748378823
"37465","2",184401,-0.0257070130623437,0.00899953679981476
"37477","2",184413,-0.025707013062344,0.00899953679981486
"37482","2",184418,-0.025707013062344,0.00899953679981486
"37485","2",184422,-0.025707013062344,0.00899953679981486
"37563","2",184858,-0.346693438875837,0.137378740942852
"37590","2",184981,1.50168953694312,0.875569770247929
"37601","2",185019,-0.266685888706071,0.102531801742377
"37602","2",185020,1.11007179765424,0.573540647349907
"37658","2",185474,0.182620906733901,0.067985389727349
"37833","2",187049,0.0177338430420228,0.00618863850139114
"37847","2",187085,0.0249694106661108,0.00873875552287412
"37940","2",188829,-0.434835225784061,0.178039938600597
"38037","2",189981,1.74961942959384,1.0959122567216
"38039","2",190028,2.27099560629194,1.6355007116831
"38131","2",190519,-1.37695231915736,0.773330536104545
"38171","2",190900,0.496746516493742,0.208051366039128
"38211","2",191117,-0.531067499712953,0.225211590267205
"38220","2",191137,0.127160153486447,0.046330344470818
"38364","2",191648,0.767238905440047,0.353655603400029
"38374","2",191717,1.05540174162873,0.53574655191329
"38399","2",191777,-0.749418858416816,0.343322369929751
"38413","2",191916,1.16418250506721,0.611987552520191
"38422","2",191964,1.16418250506721,0.611987552520191
"38424","2",191972,1.16418250506721,0.611987552520191
"38431","2",192004,1.16418250506721,0.611987552520191
"38433","2",192055,1.16418250506721,0.611987552520191
"38476","2",192198,0.595472958242155,0.258432930660716
"38480","2",192209,0.149552318375293,0.0549660107279573
"38489","2",192245,1.07518458227008,0.549301280533623
"38497","2",192255,1.07518458227008,0.549301280533623
"38512","2",192270,0.988171067590821,0.490704880377829
"38533","2",192291,0.988171067590821,0.490704880377829
"38546","2",192336,0.988171067590821,0.490704880377829
"38570","2",192426,-0.41136091825864,0.166975409192865
"38622","2",192542,0.631121230127315,0.277397942757752
"38636","2",192557,-0.627771995594572,0.275598519479429
"38705","2",192654,0.501367910537521,0.210340177778886
"38728","2",192677,0.495057178207621,0.207216389611749
"38745","2",192694,-0.717489284443972,0.325072530295379
"38935","2",193153,-0.695381258446332,0.312634797338076
"38949","2",193180,0.803507747868726,0.375015636929697
"38955","2",193189,0.803507747868726,0.375015636929697
"39874","2",198134,0.4260982159359,0.173901681119771
"39966","2",198825,0.829996272341131,0.390895765087736
"40085","2",199240,-0.419785046716686,0.170926310019005
"40193","2",199673,0.630390208935525,0.277004878913783
"40594","2",202041,-1.06763088247065,0.544109449469432
"40628","2",202223,1.0256226292753,0.515601214523354
"40683","2",202458,0.348664727713094,0.13826191419214
"40709","2",202521,1.28661388878325,0.70283302824259
"40713","2",202535,-0.0707437867838588,0.0252112985663633
"40716","2",202554,0.0156668051561277,0.00546280361174075
"40723","2",202646,-0.654744161053852,0.29019387444556
"40735","2",202732,0.0655594364764494,0.0233160203479519
"40744","2",202743,0.334531299537032,0.131956186773018
"40755","2",202826,2.56968049342455,1.99228486169184
"40760","2",202840,0.8203704875132,0.385097582550046
"40771","2",202855,0.701388250183272,0.315998246279436
"40799","2",202895,0.473931090696422,0.196850927848078
"40820","2",202980,1.03719730423134,0.523394538490414
"41069","2",204532,-0.297209780696157,0.115597572718294
"41076","2",204539,1.14345284886517,0.597135975750732
"41079","2",204542,-0.419517946565694,0.17080070101329
"41107","2",204580,-0.25571816787954,0.0979054345401423
"41109","2",204582,0.617719998387381,0.270219914825677
"41123","2",204596,1.2638136972097,0.685507290241104
"41124","2",204597,0.674736325064743,0.301166123497836
"41258","2",204936,-0.298570370099979,0.116186516876548
